label,tweet
sadness,Polres Pati Berduka : pada hari Senin (09/070 bertempat di rumah duka Ds. Waturoyo Rt 03/IV Kec. Margoyoso Kab.Pati telah dilaksanakan giat upacara persemayaman Jenazah almarhum AIPTU PURYONO jabatan terakhir Banit 1 Unit Sabhara Polsek Margoyoso [URL]
joy,Sejumlah tokoh Partai Demokrat akan deklarasi Relawan Jokowi (ReJo)\n\n#JokoWidodo #DemokratJokowi #JokowiHebat…
joy,"SUKSES itu tidak memandang Rupa tapi memandang berapa besar usahamu, Tekadmu &amp; nyalimu untuk Terus Berjuang. SETUJU?"
anger,"Ada seseorang merasa pancasila, tapi anti politik. Wong kita ini hidup di Negara Demokrasi yg menggunakan sistem politik. Makanya para politikus, cepat mengertilah. Bahwa tingkat apatisme masyarakat kita terhadap politik itu kian meninggi. Jgn terus berkorupsi dan ingkar janji."
disgust,@poppy_trees @Gerindra @MayjenSudrajat @syaikhu_ahmad @prabowo Yg HAFIZ yg SIBUK MALING
joy,@GanjarYasin @ganjarpranowo Semoga sukses pak ganjar bisa menjabat gubernur yg 2X di jateng\n..dari kami komunitas driver kendal
anticipation,Cara ordernya gmn.. semua sales kh??
joy,@billiejin__ @YOONGHUB ywd kalo gt dengerin lagu mars perindo yg diremix lg aja
anger,yang penting tidak-ngejer2 cowok orang yeh padahal sudah jls ditolak mentah2
sadness,"dia blg dia ttp pegang janji pernikahannya, tdk brhak menghakimi suaminya, mndoakan suaminya dan dia yakin suaminya akn brtobat dan akan kembali ke dia"
anger,"@MRomahurmuziy Cuma ada satu kata, tenggelamkan bani nyinyir, yang waras jangan ngalah. #TenggelamkanPKS"
fear,"@WitjaksanaSudi @ganjarpranowo Ya ampun, kl padat (no data, HOAX), aneh kl solusiny kok pemekaran..\nBuat agr org tr…"
sadness,"Sayang, aku rindu. Rindu akan senyummu, rindu akan mata indahmu, rindu akan semua tentangmu, sayang. Iya sayang, sayangnya kau tak mampu merasakan rindu ini."
trust,Nahhh setuju bgt kbnyakan akun pusing lah
fear,"@ferrykoto @umam_chaerul @saididu @mohmahfudmd Kualitas Nasdem, serang membabibuta, untuk nutupi kebobrokan.\nNalarn…"
disgust,@Ilyas8364 @fadlizon @prabowo @jokowi Tambah smrawud rbutan kkuasaan
joy,Kemenangan Mahathir Jadi Inspirasi Prabowo
anticipation,"maaf mau Tanya..saya mendapatkan sms dari shopee bahwa saya telah resmi mendapatkan cek 175jt,dgn pin1j4t679.mohon informasinya apakah benar adanya\n\nu/info; www.thr-shopee277.blogspot.com"
fear,Facebook bagaimana cara nya nmor telepon yg saya gunakan sudah tidak aktif lagi yg saya maksud itu fb fernando nando yg ini apakah boleh di tambahkan dgn nmor ponsel yg lainya saya takut nya ke blok ntar\nmohon penjelsan nya fb
sadness,Beli di mcd sama saja kita mendanai kajahatan yahudi israel
disgust,tolong hapus foto2 mayat atau orang meninggal di halaman facebook karena itu tidak pantas dipertunjukkan
anger,Intinya. Mimpin keluarga dulu. Baru boleh bermimpi memimpin yg Laen. 1.000 % semua orang setuju. Yg ga setuju? Ya brati bukan orang. Gitu aja kok repOt
anticipation,solo kaapann
trust,@ganjarpranowo semoga bpk terpilih lagi
fear,"Selamat malam, bagaimana cara refund deposit di Facebook, sedangkan akun saya yang untuk FansPage jualan di nonaktifkan oleh Facebook?  Terimakasih"
fear,Yg dikhawatirkan adalah kalau biayanya yg dari ngutang tdk mampu dibayar. Kmd aset negara (@DuniaBumn  cs) dijual s…
anticipation,Banana Apple pie ?
joy,@detikcom @fadlizon @prabowo @jokowi @prabowo jelas baik tapi @jokowi terbukti lebih baik. Tinggal buktikan di ajan…
anticipation,Pak @ganjarpranowo kapan ini dibenerin?
sadness,"Pesan gambar masuk, isinya gini: Batas menyelesaikan kbt sampe tgl 10 juli, lebih dari itu dicabut dari sk yudisium dan daftar wisuda, dan auto bayar ukt Mules dong, ternyata bukan fakultasku~ bye"
sadness,Akhirnya selang beberapa lama gw kalah juga. Lebih tepatnya mengalah. Karena setelah mundur beberapa langkah kebelakang. P.O.V nya lebih clear dan gw bisa analisa lebih fokus. And well shit. Evidence nya selama ini terpapar di muka. Cuma gw ny aja yg bego ga sadar
anger,"Walopun sakit hati, tp gw tahan utk ga nyerang balik dg makian. Pantang gw ngomong frontal. Sebisa mungkin gw tahan. Dan ngeblokir adalah solusi yg sangat2 TEPAT!"
anger,"[USERNAME] Nyampe kampus mau daftar ujian aika, ternyata ga bawa persyaratan sertif, daaan ga bisa daftar, oke lgsg ke bank buat bayaran, nyampe bank 14:46 pak satpam bilang maaf mba udah tutup, asdfgjkl."
anger,"Pernyataan paling mengganggu telinga malam ini keluar dr mulut Jubir Pemerintah Ali Mochtar Ngabalin: ""Pemerintah adalah representasi Tuhan di muka bumi."" Makin dekaden nalar demokrasi kita kalo pandangan begitu dibiarkan menguasai istana. Ternyata sama aja dg Pak Tua itu tuh."
trust,Revolusi sampai mati......
trust,Pertahankan sampai tetes darah pengabisan.aparat Kita sudah di pimpin oleh perusahaan asing.
anger,@PDAMKotaSMG @andria69arya Begadang nunggu air yg SDH 6 hari TDK ngalir...detik inipun juga blum ngalir.…
joy,"Beliau Mantan Presiden BJ Habibi menikmati masa Tua dg Wajah Cerah berseri-Seri, beliau menjadi NEGARAWAN! Berbeda…"
sadness,"akun lama ku ga bisa di buka gara2 di ganti kata sandi, kalo aku masukin kata sandi yg baru salah mulu, aku masukin yg lama jg salah, tolong dong gimana caranya biyar aku bisa ngebuka akun fb ku yg lama. makasih"
disgust,"Bak ‘Tukang Pukul’ Jokowi, Manuver Romahurmuziy Kasar Sekali!"
trust,Honorer k2 kabupaten pinrang yang digugurkan sepihak siap PTUN-kan PEMDA PINRANG.
anger,rekaman hancur sudah si otak jongkok sok pintar
fear,"dek, saya cuma takut, perasaan saya akan melebihi batas sebagai kakak kelas. berhenti ya? sekalipun alasan kamu mengabari saya adalah karena bosan."
anticipation,Bagai.mna cra menghapus akun yg sudah lupa kata sandinya
trust,@SBYudhoyono Semoga partai bapak mengusung dan mendukung calon presiden yg dudukung ulama..
fear,"aku dong malem ini checkup darah,, ok warning untuk tensi dan kolesterol ..terus kenapa pusingnya ya dok ??spertinya gejala maag ..oh gitu tp aku ngetik ini sambil nyruput kopi"
sadness,"Muridku dulu di sanggar tahfiz quran, masi keciiiil sekali, ngomong belum terang (belum jelas dia mau bilang apa), tapi waktu Aku simak surah-surah di juz 29, ehh lancarr kek air keran Malu sama diri sndiri"
fear,Emang si Rommy @MRomahurmuziy bisa naikin elektabilitas partai ini? Manuver2nya menggelikan sekali. Stop trying too…
anticipation,Balasan Ridwan Kamil saat Dicap Pencitraan Usai Beri Ucapan Duka Cita untuk Korban Bom di Surabaya
anticipation,"\Akan saya sampaikan ke BBWS dan dinas PSDA, agar dicek dan dihitung secara keinsinyuran apa penyebab dan solusinya…"
sadness,halo texas chicken mengapa jasa delivery anda sekarang tidak ada
trust,"@sudirmansaid Pak, semoga jateng ndak begitu. mari Jaga bareng! *tabik"
anger,@kangdede78 @PDemokrat @AgusYudhoyono @SBYudhoyono Karena anda pantas di begitukan kangdede. Anda itu buzzer super…
anticipation,@fadlizon @Gerindra @prabowo Benar pak. Tidak cocok 100% jika Bapak @jokowi berduet dengan Bapak @prabowo.\nBapak H…
disgust,@IndoPluralitas @PKSejahtera @msi_sohibuliman @MardaniAliSera Gk jauh2 dr selangkangan
sadness,min mau tanya untuk driver headset hx2 untuk mac da gak ya?? saya sudah beli headset hx2 tapi gak bisa connect
fear,Facebook.... kenapa ya facebook aku gak bisa diganti nama. Padahal dari awal bikin facebook sampe sekarang belom pernah ganti nama facebook.
trust,Kita yakin @prabowo punya pandangan &amp; jiwa besar. Jika ia padukan tokoh tokoh dengan daya terjang kuat seperti…
trust,"@DadoRose6 @prabowo @fadlizon sy yakin itu foto editan pak, bs merusak dan mencemarkan nama baik anda.tuntut aja secara hukum"
anger,Dr minggu kmrn menyebalkan.. eh hri ini lagi ada tambahan.. janjian jam 10 eh lah kok malah jek antri nang BRI iki piye to..? Ku kesel deeh..
trust,"Ayo pak @jokowi , keluarkan Perpu Anti Teror. Kami tidak bisa berharap DPR menjalankan tugas legislasinya mengurus…"
sadness,Gapapaaaa... gue udah berusaha untuk sblm lebaran dari kapan tau tp dospem malah ke luar negri pas tgl tgl sidang :)) kering sudah air mata ini
joy,MANO UCAPAN UNTUK SLAMAT UNTUK DIREKTUR EKSEKITIP WALHI SUM SEL
disgust,"Gw mau komen, buat fadli zon cs, fahri hamza cs, sudahlah klo wawancara jgn keliatan dengki mnjatuhkanya.\nAllah itu…"
trust,"Saat salah satu pintu kebahagiaan tertutup, pintu yang lain terbuka. Hanya seringkali kita terpaku begitu lama pada…"
anticipation,Kapan nih Domino's Pizza buka store di Tegal??
anticipation,ini menu apa namanya sop durian campur apa ya harga berapa semua cabang ada tenasuk cikarang
fear,Min akun q d bajak gimana cara menhgataSi nya
joy,"@marzarw @jokowi Kalo kota solo, kenangan koe karo aku. Kalo bandung wajib dikenang"
trust,"@ganjarpranowo @habibthink Pengusung pilkada damai, hanya manusia kuat yg mampu, Bravo pa Ganjar"
trust,"Yg ngayal, banyak.. yg terbaik, Cuma #Rindu dong.. #RinduJabarJuara1 #RinduJuaraDebat #jjonl1ne @ridwankamil @rkjabarjuara @RINDUJabarJuara"
anticipation,@prabowo Keluarga saya di Bojonegoro nunggu Jokowi datang
fear,"Takut semester ini gak bakalan maksimal. Belajar yang seharusnya 2 semester satu tahun jadi cuma 6 bulan. Pulang sore berangkat pagi, pkl 6 bulan. Alamat setres dadakan."
anticipation,"@fadlizon @Gerindra UU Anti Terorisme memang sudah ada tp kurang memadahi, itulah mengapa diajukam revisi. Masalahn…"
anticipation,Dear: Facebook \napakah seoarang creator youtubers bisa mendapatkan centang biru pada profil/halaman-nya ? Terima Kasih
anger,@Ajun0389 @VIVAcoid @Ajun0389 ..Ngomong pke bukti jgn ngasal..Anda tlah memfitnah FPI/HTI ..Persiapkan dirimu krn i…
sadness,"Innalillahi wainna ilaihi roji'un Pak Undang Dasuki, salah satu dosen terbaik telah berpulang. Semangatnya harus bisa ditiru oleh siapapun yang mengenalnya."
sadness,"Sebenernya teknik lumayan, tapi aneh bgt pas di inter.. passing sering salah, dribbling ga bagus, crossing gak bagus, keypass awal2 aja, selanjutnya ketebak.. what a waste of skill"
trust,@faizalassegaf @Aryprasetyo85 @SBYudhoyono Faktanya sih gitu...bukan fiksi lagi...
anger,"Kuingin marah, melampiaskan hatiku hanyalah sendiri disini. ingin ku tunjukan pada siapa yang ada bahwa hatiku kecewa *moshing sambil kesurupan maung"
fear,"Un sd gatakut samsek, un smp mayan dah degdegan, un sma panik panik ajaib. Eh pas udah sampe tugas akhir tbtb kepikiran semuanya. Ngeri ga luluslah daftar sidang kapanlah abis lulus kerja dimana lah. Yaampon"
trust,Jd spiritual banget
sadness,Hisana gak bisa franchise yah
anticipation,Haloo facebook mw tanya nih gmna ya caranya menghapus seluruh pesan tanpa harus klik 1 per 1..
anger,"ELING GA SIH NIH 3????!!!!!! BIASANYA SECEPAT KILAT, SKRG LAMBAT BGT INSTAGRAM GA KE REFRESH SAMA SEKALI TWITTER JUGA SAMA!!!!!!!!!!! GIMANA NIH? BOSEN NANYAIN NOMOR MULU TAPI UDAH 5 HARI SELAMBAT INI [USERNAME]"
anger,"liat postingannya simba via ini yg terbaru, kok netijennya jahat2 ih... Dibilang lebai lah vianya.... Cedih Woi cewe baik"" klo di dm yg nga2 mah pasti marah lah "
sadness,"Daun yang jatuh tak pernah membenci angin, dia membiarkan dirinya jatuh begitu saja. Tak melawan, mengikhlaskan semuanya. Bahwa hidup harus menerima, penerimaan yang indah."
sadness,"[USERNAME] belum lama ini, dia bilang kalo dia sedih ngeliat temen-temennya ngalamin masa sulit. Dan bahkan mereka pun ga mau punyagrup chatting karna khawatir kalo ada yg ga bales malah jadi nyakitin perasaan. Se soft itu lho mereka :')"
anger,@TamariSukoco @fadlizon @prabowo @Gerindra @MRomahurmuziy @cakimiNOW @jokowi @MRomahurmuziy PenJilat Pantat Jokowi.…
joy,"Terimakasih semua sahabat Laskar  #Cinta Bali, karena Cintamu adalah Cakimin untuk Indonesia. Bukan untuk pribadi a…"
anticipation,Ini brp an? Paket ny gmn mkn an nya? Klo campur2 bs dpt voc 35 ga? Cfc central b.lampung?
fear,Iya bener....itu banyak yg share....bener apa hoax?Terimakasih
anger,Apa seneng banget ya refreshing? Seneng banget gitu mencari udara segar? Lah kalo udah terlaku sumpek disini ya kan mending gausah lebay2 minta pulang kesini kan? Kita udah ga minta2 dia selalu disini kaya dulu loh.
disgust,@bambang_anugera @geryandra5 @KepadaOrang @sudirmansaid Seng PeKoK bocahe sudirman sakit!!!
anticipation,Kapan dmojokerto ada Mcd ya
disgust,"Bisa baca gak sih,27 april s/dan 1 mei.."
joy,@ferrykoto @prabowo @jokowi kita liat sj nanti...\nsy lebih milih fakta lapangan di banding prediksi.\nrakyat puas ti…
sadness,"Hadeh....kena deh ketipu  ud sempat klik kena virus keluar gak bisa eh malah lari ke google suruh jwb pertanyaan2 data diri, alamat email,tgl lahir dll sampai no rek (untung gak punya) tapi ngeri juga takut fb, wa di salah gunain..."
anger,@Gerindra @politik_twit @jokowi @DPR_RI Ibarat makan buah SI MALA-KADAL..!\n\nJaringan sel-sel tidur teroris ditangka…
anger,"bersenjata?  Itulah wajah negeri.Bukan demokrasi, tetapi korporatokrasi!"
anger,"Wa udah setua ini, masih ada aja temen SMA yang suka nyinyir ""kamu kok kuliah ambil soshum sih, sayang banget ilmu ipa selama SMA"", pengen wa jitakin..."
sadness,"Throwback video Launching lagu takkan terhenti disini, di tahun 2010, dimana salah satu kaka saya yg ada di video ini sudah meninggal 3 thn lalu. Hoek hiks. [USERNAME] [USERNAME] [URL]"
sadness,"Turut berduka atas saudara yang terkena gempa di Lombok, semoga lekas membaik. Meskipun trauma yang terendap tak semudah itu menghilang dari dalam diri Aamiin ~"
sadness,Turut belasungkawa atas kejadian tersebut.\nTurut prihatin atas adanya proyek Geotermal di berbagai daerah di Indonesia.\nDuka sebenarnya adalah kerusakan alam akibat ulah dan kepentingan segelintir orang di negri ini yang mengakibatkan berbagai macam bencana alam di berbagai daerah.\n#SalamLestari
disgust,"apple pie nya gak enak , skrg ada lagi nambah pisang rasanya kaya apa"
anger,"Lha, situ sih enak di sana di datengin politisi, sambil sembunyi masih bisa ketawa-ketiwi. Disini umatmu, bergesek-gesekkan adu gas dengan lawanmu sambil membuat atau men-share berita Hoax yg berkualitas setiap hari"
trust,Ini negara korporatokrasi dimana aparat menjadi alat kekuasaan dan penguasa menjadi alat pengusaha.
anger,"Tidak usah menyalahkan siapa-siapa, segala keburukan yang menimpa anda adalah karena kebodohan dan kesalahan anda sendiri. Dan ini bukan penghinaan, tapi peringatan keras agar kedepan bisa lebih cerdas, jadilah"
trust,Gaaasssss poooool..
fear,Kayaknya habis ini mataku harus dimandiin pake abu biar suci deh karena baru melihat adegan yg tidak senonoh di McD yg tidak lain adalah adegan orang yg saling bermesrahan didepan mata huhuu
trust,Keren brow
surprise,"kemarin dikejutkan di tiga titik, pagi tadi baca berita daerah taman, disambi bekerja kaget banget sampe d polresta…"
anger,"Selamat malam mas ..\nSaya ingin bantuan anda (Y) ..\nsaya ingin bertanya , kenapa facebook saya tidak bisa mengirim pesan ???\nkalau saya kirim pesan , tulisan nya tindakan blokir !!\nsaya mohon perbaikin nya secepat nya mas ..\nSelamat malam"
fear,[USERNAME] Hihi itu kok nyeremin banget ya. Juur sih aku ga percaya gitu gituan tapi jujur juga kalo sendiri gue ngrasa takut. #Trans7RumahUya2507 #RumahUya2507
joy,@MRF_Info @yustinficardo @mridhoficardo Sukses selalu pak.....
sadness,"siang tadi merasa bodoh pengen ke sebuah Cafe yang mana tempatnya sehari-hari gue lewatin klo mau pulang sore pun begitu pengen ke museum macan, kirain mah jauh. selemparan kolor dari kantor dan kostan pacar. hahaha ku merasa dodonk."
joy,Hal Baik bermulai dari perbaikan Ibadah\n.\nPembagian Makanan Buka Puasa\n.\n#StreetFood #KulinerJakarta #KulinerBekasi #HisanaFriedChicken #FriedChicken #FriedChickenIndonesia #AyamGorengCrispy #AyamGoreng #MakananPinggiran #JajananJakarta #JajananBekasi #CemilanEnak #SpicyChicken #KejuPedas #KulitAyam #AyamCrispy #KentangGoreng #FrenchFries #KentangGorengTepung #SausKeju #PisangNugget #KulitAyam #AyamCrispy #AyamSambalGeprek #AyamGeprekHisana #AyamPedas #AyamGeprek #RamadhanMubarak
disgust,Pengacara Setya Novanto Tuding Wapres JK Bikin Gaduh
sadness,k-netz emang gitu. klo ngebash suka ga pake mikir deh :(
anticipation,Mohon informasiY cara bergabung jadi mitra di HFC Yah.. Email enggar.11prasetya@gmail.com
anger,"Kinerja macam apa ini,hny mencetak ktp klo orgnya dtg nanya ktpnya beres ato blm, baru mulai akan dicetak dikec. bu…"
anger,Ada yg bisa memberi klarifikasi? Dimana 12 mesjid yg digusur? [USERNAME] [USERNAME] [USERNAME] @105kissfmmedan [URL]
anger,@Nihin3 @fadlizon @wiranto1947 @jokowi @Gerindra Banyak baca napa bong.. Jangan di kolam aja
anger,yg ini penipu...jika mau beli online dan melihat seperti gmbr yg sy kirim jgn di order....
anger,"Kurangi sampah plastik baiknya jangan jadi alasan utk gedein bujet kampanye dan seremoni. Kongkrit saja, larang penggunaan kantong plastik di minimarket dan pasar. Terkaing-kaing ya biarin. Kecuali kalau ada yg berat mikirin produsen plastik yg potensial jd 'donor' politik"
sadness,"Terkadang tidak tahu kabarmu sama sekali membuat hatiku tenang. Entah bagaimana dirimu dan dengan siapa aku tak peduli. Namun, perasaan seperti itu hanya sesaat. Bisakah kau menghilang jauh dariku? Doaku saat ini aku ingin kau lenyap tak terdengar kabar apapun darimu."
trust,Gunakan Shiseido Ultimune di pagi hari sebelum beraktifitas dan malam hari setelah serangkaian skincare routinemu dengan cara pump sebanyak 2x letakkan di telapak tangan serta oleskan di wajah serta lehermu. #FindYourStrengthIDN
anticipation,Berapa harganya? Ada promo diskon ?
trust,@tempodotco @saididu sudah saatnya pak @prabowo bersuara ... \n@Gerindra \n#2019GantiPresiden
trust,"Tapi belajar dan bekerja, kita bisa meraih semua #belajar #bekerja"
anger,Saya mau tanya .\nKenapa pihak facebook membatasi aktivitas akun saya(tidak bisa berkomentar di fanspage/halaman). Pelanggaran apa yg telah saya perbuat sehingga kedepannya hal semacam ini tidak saya jumpai lagi dan saya merasa dirugikan.
trust,Semoga alloh mengijabah doa menjadi pemimpin dan mampu melaksanakan program2 unggulan\n\n#SedulurNgaji \n#GustiKediri…
anger,bacot parah galak kalau udah marah jan mau deh dimarahin lex. caca aja kapokgabisa dibohongin kalau ttg cinta tp knpa ttg lainnya lu bege ya susah beud disuruh tidur atau makan my human diary yang kita dkt gatau grgr
sadness,"Sekarang baluran saus sambalnya tidak merata , merasa kecewa dengan  pelayanan seperti ini .\nApakah seperti ini selalu??\n#tangcitytangerang"
trust,"Kepala Desa Tarisi, Jasimin mengajak Ganjar berkeliling ke lokasi banjir, baik pemukiman maupun sawah yang masih te…"
trust,Facebook tidak akan mengembalikan facebook yang di laporkan dan tidak bisa di buka walaupun sudah ngasih bukti sebanyak apapun :D
trust,tunggu update dari kita ya guys <3
sadness,yang kami butuhkan kenyamanan menggunakan facebook bukan yang lainnya\ndan tolong jangan mempersulit pengguna setia facebook \nkalau boleh saya kasih saran lebih baik facebook di hapus di Indonesia daripada banyak orang yang kecewa dan marah\ karena atas ke tidak nyamanan facebook yang sekarang ini\nterima kasih
