tweet,label,processed
"saya bersama rekan kerja sengaja mencoba makan siang di sambal khas karmila cab . buah batu bandung , untuk tempat terbilang cozzy dan cukup nyaman jika di lantai atas , sedangkan lantai dasar saya rasa tidak lebih dari tempat makan makanan cepat saji yang cukup penuh dengan hiruk pikuk pelanggan . rasa ayam bakar di sini sangat saya rekomendasikan bersama sambal mangga . terkait harga terbilang relative .",positive,"['rekan', 'kerja', 'sengaja', 'mencoba', 'makan', 'siang', 'sambal', 'khas', 'karmila', 'cab', 'buah', 'batu', 'bandung', 'terbilang', 'cozzy', 'nyaman', 'lantai', 'lantai', 'dasar', 'tidak', 'makan', 'makanan', 'cepat', 'saji', 'penuh', 'hiruk', 'pikuk', 'pelanggan', 'ayam', 'bakar', 'rekomendasikan', 'sambal', 'mangga', 'terkait', 'harga', 'terbilang', 'relative']"
"kuah bakso nya terlalu asin menurut saya . masih enakan yang dijual keliling di malang . tapi tempat nya bagus buat menjamu teman . ada di banyak lokasi dan selalu ramai . selain bakso juga menyediakan capcay , nasi goreng dan lain-lain yang menurut saya justru lebih enak .",positive,"['kuah', 'bakso', 'asin', 'enakan', 'dijual', 'keliling', 'malang', 'bagus', 'menjamu', 'teman', 'lokasi', 'ramai', 'bakso', 'menyediakan', 'capcay', 'nasi', 'goreng', 'lainlain', 'enak']"
saya sebagai warga jakarta malu kang sama oknum yang tidak bertanggung jawab yang mau sweeping bobotoh,negative,"['warga', 'jakarta', 'malu', 'kang', 'oknum', 'tidak', 'bertanggung', 'sweeping', 'bobotoh']"
"tenderloin steak nya juara , tempat mudah diakses memaki pun tersembunyi , nyaman , tema zaman dahulu , tidak ramai , pelayanan biasa ,",positive,"['tenderloin', 'steak', 'juara', 'mudah', 'diakses', 'memaki', 'tersembunyi', 'nyaman', 'tema', 'zaman', 'tidak', 'ramai', 'pelayanan']"
"ini adalah salah satu restoran chinese yang sudah ada sejak lama . masakan dari kepiting nya favorit juara . biasa saya pesan kepiting rebus , babat toge dan cah kangkung",positive,"['salah', 'restoran', 'chinese', 'masakan', 'kepiting', 'favorit', 'juara', 'pesan', 'kepiting', 'rebus', 'babat', 'toge', 'cah', 'kangkung']"
"para cebong yang selama ini menuduh saya mencuri uang sedekah 30 %, silakan anda urus si aris wahyudi ini . dia ambil komisi 20 % untuk transaksi pelacuran berkedok agama . berani tidak , membulat si aris wahyudi ini ? atau kamu semua cuma berani sama jonru ?",negative,"['cebong', 'menuduh', 'mencuri', 'uang', 'sedekah', 'silakan', 'urus', 'aris', 'wahyudi', 'ambil', 'komisi', 'transaksi', 'pelacuran', 'berkedok', 'agama', 'berani', 'tidak', 'membulat', 'aris', 'wahyudi', 'berani', 'jonru']"
menarik pilkada jawa barat ini . ada ridwan kamil berpasangan dengan tokoh dari dc universe .,positive,"['menarik', 'pilkada', 'jawa', 'barat', 'ridwan', 'kamil', 'berpasangan', 'tokoh', 'dc', 'universe']"
suasana di kantor dpc kab. bogor menjelang pidato awal tahun 2018 oleh,neutral,"['suasana', 'kantor', 'dpc', 'kab', 'bogor', 'menjelang', 'pidato', 'tahun-tahun']"
"kalau djarum memang agak tidak kuat , dia baru kerasa tidak bagus nya pas akhir bakaran",negative,"['djarum', 'tidak', 'kuat', 'kerasa', 'tidak', 'bagus', 'pas', 'bakaran']"
bakmi tasik saya dan beberapa teman mampir dan coba bakmi bakso nya . makanan nya biasa-biasa saja . tidak ada yang special .,negative,"['bakmi', 'tasik', 'teman', 'mampir', 'coba', 'bakmi', 'bakso', 'makanan', 'biasabiasa', 'tidak', 'special']"
"lokasi pandan wangi sebenarnya agak jauh dari pusat kota bandung . tapi masih terjangkau , sekitar 15 menit dari jalan asia afrika . patokan jalan nya ada di jalan talaga bodas . dari sana tinggal mencari papan petunjuk pandan wangi . saat kami datang jam 1 siang sudah menanti begitu banyak orang . kebanyakan yang datang keluarga dan anak-anak . sambil menunggu disajikan gorengan dari ubi / singkong yang lumayan enak .",positive,"['lokasi', 'pandan', 'wangi', 'pusat', 'kota', 'bandung', 'terjangkau', 'menit', 'jalan', 'asia', 'afrika', 'patokan', 'jalan', 'jalan', 'talaga', 'bodas', 'tinggal', 'mencari', 'papan', 'petunjuk', 'pandan', 'wangi', 'jam', 'siang', 'orang-orang', 'kebanyakan', 'keluarga', 'anakanak', 'menunggu', 'disajikan', 'gorengan', 'ubi', 'singkong', 'lumayan', 'enak']"
"pertama kalinya datang ke eatalia , saya datang bersama dengan teman dan 1 orang anak . tidak memsungkan ketika memlilih makanan untuk anak karena di sini menyediakan menu dengan porsi anak . kami memesan cheese bacon deluxe , pizza dengan roti berwarna hitam . untuk keseluruhan menu yang saya pesan tidak mengecewakan .",positive,"['kalinya', 'eatalia', 'teman', 'orang-orang', 'anak-anak', 'tidak', 'memsungkan', 'memlilih', 'makanan', 'anak-anak', 'menyediakan', 'menu', 'porsi', 'anak-anak', 'memesan', 'cheese', 'bacon', 'deluxe', 'pizza', 'roti', 'berwarna', 'hitam', 'menu', 'pesan', 'tidak', 'mengecewakan']"
"rasanya lumayan . sambel nya juga enak . apalagi disajikan 3 macam model begitu . terus banyak pilihan sih sebenarnya mau makan apa di sini . mau gurame , mau kakap , bawal , kerang , cumi , udang . macem-macem deh . asal jangan pesan ikan kembung saja . tidak ada di sini .",positive,"['lumayan', 'sambel', 'enak', 'disajikan', 'model', 'pilihan', 'makan', 'apa-apa', 'gurame', 'kakap', 'bawal', 'kerang', 'cumi', 'udang', 'macemmacem', 'deh', 'jangan-jangan', 'pesan', 'ikan', 'kembung', 'tidak']"
"berlokasi di salah satu tempat belanja dan rekreasi di cihampelas wali bandung , resto ini tidak mengecewakan . sajian nya cukup beragam . untuk rasanya , resto ini bisa menyajikan nya dengan cukup enak dan nikmat , sangat cocok untuk bersantap dengan pasangan atau keluarga .",positive,"['berlokasi', 'salah', 'belanja', 'rekreasi', 'cihampelas', 'wali', 'bandung', 'resto', 'tidak', 'mengecewakan', 'sajian', 'beragam', 'resto', 'menyajikan', 'enak', 'nikmat', 'cocok', 'bersantap', 'pasangan', 'keluarga']"
dizaman ini masih ada mbak mbak online shop yang tidak tahu aplikasi gojek gocar gosend ya allah bodoh sekali : jualan dihutan aku rasa,negative,"['dizaman', 'mbak-mbak', 'mbak-mbak', 'online', 'shop', 'tidak', 'aplikasi', 'gojek', 'gocar', 'gosend', 'allah', 'bodoh', 'jualan', 'dihutan']"
"restoran ini juga terletak di tempat stategis yaitu jalan dago . tepat nya di sebelah hotel holiday inn . sesuai judul nya , restoran ini menyediakan berbagai menu masakan aceh . favorit saya adalah mi aceh . harga standar tapi tidak terlalu mahal . jangan lupa coba roti canai nya",positive,"['restoran', 'terletak', 'stategis', 'jalan', 'dago', 'sebelah', 'hotel', 'holiday', 'inn', 'sesuai', 'judul', 'restoran', 'menyediakan', 'menu', 'masakan', 'aceh', 'favorit', 'mi', 'aceh', 'harga', 'standar', 'tidak', 'mahal', 'jangan-jangan', 'lupa', 'coba', 'roti', 'canai']"
bihun goreng nya enak . bisa minta tidak banyak minyak . makanan di sini mengandung babi jadi tidak halal . es teh tawar porsi nya besar dan memuaskan .,positive,"['bihun', 'goreng', 'enak', 'tidak', 'minyak', 'makanan', 'mengandung', 'babi', 'tidak', 'halal', 'es', 'teh', 'tawar', 'porsi', 'besar-besar', 'memuaskan']"
lokasi tes tidak jelas . ditelepon tidak diangkat . di email cuma auto reply . tidak rekomendasi . aku baru sadar something adalah wong pas mampir ke kantor nya dan mereka cerita bahwa pernah held tes di hotel dan ruang sebelah ada kondangan . they told that without remorse,negative,"['lokasi', 'tes', 'tidak', 'jelas-jelas', 'ditelepon', 'tidak', 'diangkat', 'email', 'auto', 'reply', 'tidak', 'rekomendasi', 'sadar', 'something', 'pas', 'mampir', 'kantor', 'cerita', 'held', 'tes', 'hotel', 'ruang', 'sebelah', 'kondangan', 'they', 'told', 'that', 'without', 'remorse']"
"sate kambing dan gulai kambing nya maknyus , penyajian makannan nya juga sangat cepat . tempat nya cukup bersih",positive,"['sate', 'kambing', 'gulai', 'kambing', 'maknyus', 'penyajian', 'makannan', 'cepat', 'bersih']"
"yue ke hotel yang di mongkok hongkong , tidak ada ! bulan juni lalu , saya booked dan sudah bayar untuk 2 kamar . tapi hotel tidak ditemukan",negative,"['yue', 'hotel', 'mongkok', 'hongkong', 'tidak', 'juni', 'booked', 'bayar', 'kamar', 'hotel', 'tidak', 'ditemukan']"
"poach salmon nya enak , pelayanan nya enak , scenery nya mantap . tank to amanda dan worth it banget deh . pasti kembali lagi",positive,"['poach', 'salmon', 'enak', 'pelayanan', 'enak', 'scenery', 'mantap', 'tank', 'amanda', 'worth', 'banget', 'deh']"
orang cina makanan legendaris sudah lama banget nih orang cina makanan satu ini semuanya enak yang tidak enak cuma parkir nya saja aujubila susah nya parkir harus di seberang karena depan resto trotoar . jadi harus sabar sekali-sekali . sedih deh .,negative,"['orang-orang', 'cina', 'makanan', 'legendaris', 'banget', 'orang-orang', 'cina', 'makanan', 'enak', 'tidak', 'enak', 'parkir', 'aujubila', 'susah', 'parkir', 'seberang', 'resto', 'trotoar', 'sabar', 'sekalisekali', 'sedih', 'deh']"
makan di restoran pizza ini paling enak jika bersama teman . menikmati paket sensasi delight yang harga nya sangat terjangkau oleh semua kalangan .,positive,"['makan', 'restoran', 'pizza', 'enak', 'teman', 'menikmati', 'paket', 'sensasi', 'delight', 'harga', 'terjangkau', 'kalangan']"
"hasil quick count pilgub kaltim 2018 , isran - hadi unggul",neutral,"['hasil', 'quick', 'count', 'pilgub', 'kaltim', 'isran', 'hadi', 'unggul']"
kenapa kamu jerat buni yani undang-undang ite ? padahal jelas-jelas itu video berasal dari youtube yang diunggah oleh pemprov itu sendiri . harus nya yang kena undang-undang ite itu pemprov bukan buni yani . ya kan ?,negative,"['jerat', 'buni', 'yani', 'undangundang', 'ite', 'jelasjelas', 'video', 'berasal', 'youtube', 'diunggah', 'pemprov', 'kena', 'undangundang', 'ite', 'pemprov', 'bukan', 'buni', 'yani']"
"paket gim benar-benar mantap ! yang megah harus makan di sini , dijamin makin keren ! bravo !",positive,"['paket', 'gim', 'benarbenar', 'mantap', 'megah', 'makan', 'dijamin', 'keren-keren', 'bravo']"
"di dekat gubernuran , tidak jauh dari jembatan penyebrangan , ada gang yang di dalam nya terdapat makanan yang sudah ada sejak zaman ibu saya . rasa kuah lontong kari kental dan agak manis , cocok ditambahkan acar yang ada di meja . porsi nya mengenyangkan",positive,"['gubernuran', 'tidak', 'jembatan', 'penyebrangan', 'gang', 'makanan', 'zaman', 'kuah', 'lontong', 'kari', 'kental', 'manis', 'cocok', 'acar', 'meja', 'porsi', 'mengenyangkan']"
"berada di tengah tengah jalan braga , tempat nya lumayan enak untuk nongkrong , ada live musik , makanan nya pun lumayan .",positive,"['jalan', 'braga', 'lumayan', 'enak', 'nongkrong', 'live', 'musik', 'makanan', 'lumayan']"
"sebagai pengguna setia produk mereka , kecewa banget sama pelayanan pusat servis asus yang tidak jujur dan menyepelekan pendapat pelanggan .",negative,"['pengguna', 'setia', 'produk', 'kecewa', 'banget', 'pelayanan', 'pusat', 'servis', 'asus', 'tidak', 'jujur', 'menyepelekan', 'pendapat', 'pelanggan']"
"tempat makan pasta yang sudah tidak asing lagi apa lagi kalau bukan pizza hut . posisi pizza di tempat ini sangat nyaman inside mal atau outside mal berhadapan langsung dengan jalan merdeka anda bisa memanjakan mata sekadar melihat rutinitas orang-orang di sekeliling , letak sangat strategis dapat di lalu dengan angkutan umum .",positive,"['makan', 'pasta', 'tidak', 'asing', 'apa-apa', 'bukan', 'pizza', 'hut', 'posisi', 'pizza', 'nyaman', 'inside', 'mal', 'outside', 'mal', 'berhadapan', 'langsung', 'jalan', 'merdeka', 'memanjakan', 'mata', 'rutinitas', 'orangorang', 'sekeliling', 'letak', 'strategis', 'angkutan']"
"tempat makan ini nengusung konsep kembali to alam , kita makan di saung . dan sepanjang jalan menuju saung kita akan disuguhi pemandangan indah . suasana makan cukup nyaman , pelayanan cepat . rasanya enggan pulang , harga relatif standart tidak mahal untuk sekelas itu . rasa makanan sebenarnya standart saja , yang pasti suasana yang mantap .",positive,"['makan', 'nengusung', 'konsep', 'alam', 'makan', 'saung', 'jalan', 'saung', 'disuguhi', 'pemandangan', 'indah', 'suasana', 'makan', 'nyaman', 'pelayanan', 'cepat', 'enggan', 'pulang', 'harga', 'relatif', 'standart', 'tidak', 'mahal', 'sekelas', 'makanan', 'standart', 'suasana', 'mantap']"
"memberi cabai nya tidak pelit , masak nya cepat banget , rasanya enak , cuma kurang sayuran saja . tapi enak",positive,"['cabai', 'tidak', 'pelit', 'masak', 'cepat', 'banget', 'enak', 'sayuran', 'enak']"
saya tadinya penasaran dengan tempat ini karena di tempat nya banyak sekali foto-foto kunjungan para artis ke tempat ini tapi pas saya pesan makanan unggulan di tempat ini saya rasa tidak setinggi pemikiran saya yang ada biasa saja dan keras . jadi aneh bagi saya tempat ini bisa sebegitu terkenal nya,negative,"['penasaran', 'fotofoto', 'kunjungan', 'artis-artis', 'pas', 'pesan', 'makanan', 'unggulan', 'tidak', 'pemikiran', 'keras', 'aneh', 'terkenal']"
"kang , jalan di muararajeun baru , baru sebulanan dibenarkan , sudah rusak lagi . yang mengerjakan seperti tidak serius",negative,"['kang', 'jalan', 'muararajeun', 'sebulanan', 'dibenarkan', 'rusak', 'tidak', 'serius']"
jangan pernah kecewa dengan apa yang diberikan oleh tuhan,positive,"['jangan-jangan', 'kecewa', 'apa-apa', 'tuhan']"
"masakan jepang ada yang saya suka dan ada yang tidak , tapi dengan menu masakan yang satu ini karubi pas di lidah saya dan keluarga . dan tempat ini juga menyediakan tempat bermain untuk anak-anak harga makan di resto ini agak tinggi sih . tapi enak sekali masakan nya .",positive,"['masakan', 'jepang', 'suka', 'tidak', 'menu', 'masakan', 'karubi', 'pas', 'lidah', 'keluarga', 'menyediakan', 'bermain', 'anakanak', 'harga', 'makan', 'resto', 'enak', 'masakan']"
"tempat nya sih biasa saja , tidak ada yang istimewa . bahkan menurut saya , tempat nya ini menjadi sedikit nilai minus untuk penilaian kali ini . parkir yang tidak terlalu luas serta dekorasi ruang makan yang biasa saja . tapi lain lagi kalau kita bicara soal makanan . karena untuk urusan ini , red. dipo punya banyak nilai plus . makanan nya bervariasi dengan rasa yang di atas rata-rata .",positive,"['tidak', 'istimewa', 'nilai', 'minus', 'penilaian', 'kali', 'parkir', 'tidak', 'luas', 'dekorasi', 'ruang', 'makan', 'bicara', 'makanan', 'urusan', 'red', 'dipo', 'nilai', 'plus', 'makanan', 'bervariasi', 'ratarata']"
"makan kaki kambing paha yang empuk dan lumayam besar untuk ukuran medium , pas untuk satu orang , makan tanpa nasi , dengan es lemon tea . segar kekurangan nya hanya tempat nya berasap , wajar kan namanyanjg kambing bakar hehehe",positive,"['makan', 'kaki', 'kambing', 'paha', 'empuk', 'lumayam', 'besar-besar', 'ukuran', 'medium', 'pas', 'orang-orang', 'makan', 'nasi', 'es', 'lemon', 'tea', 'segar', 'kekurangan', 'berasap', 'wajar', 'namanyanjg', 'kambing', 'bakar', 'hehehe']"
bukti bahwa sunda memang gudang mode dan makanan . tidak dapat dijelaskan bagaimana enak nya bakmi parahiyangan . pokok nya pasti ketagihan,positive,"['bukti', 'sunda', 'gudang', 'mode', 'makanan', 'tidak', 'enak', 'bakmi', 'parahiyangan', 'pokok', 'ketagihan']"
sebenarnya barang kw juga banyak yang bagus kualitas . seringkali nih ya ternyata pas kita lihat eh ternyata barang nya memang bagus bahan nya,positive,"['barang', 'kau', 'bagus', 'kualitas', 'seringkali', 'pas', 'lihat', 'eh', 'barang', 'bagus', 'bahan']"
"melihat itu kader demokrat ribut dengan pak hnw dari pks , hanya karena demiz tidak jadi dicalonkan , jijik baca nya",negative,"['kader', 'demokrat', 'ribut', 'hnw', 'pks', 'demiz', 'tidak', 'dicalonkan', 'jijik', 'baca']"
"saat makan di sini kebetulan saat libur panjang kemerdekaan 17 agustus . diperlukan waktu 40 menit lebih untuk antre . sistem pesan terlebih dahulu saat reservasi tidak diijinkan , padahal dapat menghemat waktu . tempat solat berada di depan pintu masuk dan permainan seni yang dimainkan sangat berdekatan dengan musola sehingga sangat menganggu ibadah . satu hal yang paling menakjubkan adalah suasana alam yang menyatu .",positive,"['makan', 'libur', 'kemerdekaan', 'agustus', 'menit', 'antre', 'sistem', 'pesan', 'reservasi', 'tidak', 'diijinkan', 'menghemat', 'solat', 'pintu', 'masuk', 'permainan', 'seni', 'dimainkan', 'berdekatan', 'musola', 'menganggu', 'ibadah', 'menakjubkan', 'suasana', 'alam', 'menyatu']"
"tak usah nonton film itu , bahasa jawa semua . sudah tidak mengerti , tidak punya teks , jelek lagi film nya . tindak pantas tayang di layar besar .",negative,"['menonton', 'film', 'bahasa', 'jawa', 'tidak', 'mengerti', 'tidak', 'teks', 'jelek', 'film', 'tindak', 'tayang', 'layar', 'besar-besar']"
cha-cha itu makanan ringan terenak dan tepat buat menemani waktu tugas,positive,"['chacha', 'makanan', 'ringan', 'terenak', 'menemani', 'tugas']"
"ini si monyet bawah gua , nama nya saja anonim pengecut pakai simbol , bisa nya cuma mengatakan orang , memang hidup situ benar anjing ? nama saja tidak berani sebut , malu ya mending apa takut ?",negative,"['monyet', 'gua', 'nama-nama', 'anonim', 'pengecut', 'pakai', 'simbol', 'orang-orang', 'hidup', 'situ', 'benar-benar', 'anjing', 'nama-nama', 'tidak', 'berani', 'malu', 'mending', 'apa-apa', 'takut']"
kami sudah bosan dengan janji-janji kalian,negative,"['bosan', 'janjijanji']"
"tempat yang cocok untuk relax dengan keluarga , pelayanan nya bagus , makanan enak dan yang pemandangan / pemandangan nya mantap .",positive,"['cocok', 'relax', 'keluarga', 'pelayanan', 'bagus', 'makanan', 'enak', 'pemandangan', 'pemandangan', 'mantap']"
fadli zon anjing kau . tidak usah kau sok polos .,negative,"['fadli', 'zon', 'anjing', 'kau', 'tidak', 'kau', 'sok', 'polos']"
paling enak di sini tuna mayo pizza nya yang pinggir nya pakai cheesy bites . harga cukup murah . pelayanan cukup baik . tempat strategis .,positive,"['enak', 'tuna', 'mayo', 'pizza', 'pinggir', 'pakai', 'cheesy', 'bites', 'harga', 'murah', 'pelayanan', 'strategis']"
sulit sekali mengerti orang yang merasa selalu benar,negative,"['sulit', 'mengerti', 'orang-orang', 'benar-benar']"
"bagaimana tidak romantis , udara dingin , suasana yang tenang dengan makanan yang lezat sambil menikmati keindahan kota bandung . sangat romantis sekali",positive,"['tidak', 'romantis', 'udara', 'dingin-dingin', 'suasana', 'tenang', 'makanan', 'lezat', 'menikmati', 'keindahan', 'kota', 'bandung', 'romantis']"
nanda mulai bekerja di dhl indonesia bulan depan,neutral,"['nanda', 'dhl', 'indonesia']"
omongan nya pak anies itu suka kebalikkan nya . kalau percaya terus menerus bisa gila .,negative,"['omongan', 'anies', 'suka', 'kebalikkan', 'percaya', 'menerus', 'gila']"
"saya datang dengan pasangan untuk liburan . tempat ini sangat asri , sejuk . pemandangan sangat menarik . makanan tidak terlalu mahal tetapi menggugah selera .",positive,"['pasangan', 'liburan', 'asri', 'sejuk', 'pemandangan', 'menarik', 'makanan', 'tidak', 'mahal', 'menggugah', 'selera']"
