,label,tweet
151,fear,"['terseram', 'caraka', 'malam', 'ditengah', 'hutan', 'belantara', 'dibayangin', 'asli', 'seram', 'disuruh', 'jalan', 'disuruh', 'apalin', 'sandi', 'ditengah', 'dikasih', 'ditengah', 'pocongan', 'lewatin', 'parit', 'penerangan', 'apapun', 'kacau', 'asli']"
152,sadness,"['tengah', 'ddk', 'baca', 'replies', 'air', 'mengalir', 'benda', 'seram', 'ibubapa', 'xkn', 'perkataan', 'parents', 'kesan', 'seumur', 'hidup']"
153,anger,"['biji', 'tolak', 'imam', 'duitan', 'percaya', 'tolak', 'duitan', 'mesum', 'gigit', 'jari', 'pendukungnya', 'tolol']"
154,anger,"['gede', 'gampang', 'filter', 'teman', 'diajak', 'jalan', 'ribet', 'alasan', 'diajak']"
155,sadness,"['keterbatasan', 'pelajari', 'derasnya', 'hadapi', 'mudah', 'menjalani', 'cerita', 'keterbatasan', 'ambil', 'semangat', 'hati', 'percayai', 'menuntun', 'langkahmu', 'pulang']"
156,anger,"['apkl', 'gojek', 'nomor', 'telepon', 'kek', 'bpjs', 'no', 'telepon', 'wajib', 'tuh', 'wajib', 'nama', 'orangtua', 'biar', 'ijab', 'qobul', '_']"
157,anger,"['terjadikah', 'islam', 'islam', 'ditambahi', 'dikurangi', 'salah', 'pilih', 'guru', 'menghalalkan', 'musik', 'rokok', 'riba']"
158,fear,"[ , 'dikasih', 'minyak', 'tawon', 'perhari', 'dibiarin', 'matang', 'tuh', 'diletusin', 'biar', 'darah', 'kotor', 'ngeri']"
159,happy,"['kagum', 'she', 'younger', 'than', 'me', 'badannya', 'kek', 'anak', 'smp', 'mimpin', 'cabang', 'isi', 'cabangnya', 'one', 'of', 'the', 'best', 'region', 'banten']"
160,anger,"[ , 'bullshit', 'nasib', 'tokoh', 'tokoh', 'kekuatan', 'rakyat']"
161,anger,"[ ,  , 'kaya', 'gini', 'nyaleg', 'korupsi', 'nyolong', 'ampli', 'mushola', 'sebanding', 'harga', 'ampli', 'korupsi', 'taufik', 'mencuri', 'ampli', 'harganya', 'bakar', 'hid']"
162,anger,"['senyum', 'ramah', 'lohh', 'fansnya', 'angkuh', 'rodo', 'ngadoh', 'piee', 'ngono', 'nek', 'rasakne', 'sumpah', 'wagu', 'mas', 'polahmu']"
163,happy,"[ , 'ng', 'bagus', 'video', 'iklan', 'pariwisata', 'tehnik', 'editing', 'sinematografi', 'blablablablabla', 'pokokmen', 'juara', 'berasa', 'personal']"
164,love,"['selamat', 'pagi', 'menjelang', 'siang', 'sayang', 'ku', 'semangat', 'jaga', 'kesehatan', 'sayang', 'kamui', 'cinta', 'bby',  ]"
165,fear,"[ , 'salah',  , 'perintahkan', 'menkes', 'menambah', 'ruangan', 'sakit', 'jiwa', 'rumah', 'sakit', 'sbab', 'menutup', 'pilpres', 'rumah', 'sakit', 'dibanjiri', 'pasien', 'sakit', 'jiwa', 'tanda', 'kearah', 'it']"
166,happy,"['thank', 'you', 'for', 'your', 'wishes', 'guys', 'alhamdulillah', 'terimakasih', 'allah']"
167,anger,"['adiknya', 'tuh', 'si', 'lita', 'akrab', 'coz', 'mama', 'benci', 'maklum', 'mama', 'saudara', 'keluarganya', 'keturunan', 'saraf', 'kebanyakan', 'jahat', 'sialan', 'dengki', 'saudara', 'mama']"
168,happy,"['keindahan', 'diatas', 'keindahan', 'menikmati', 'puncak', 'bersamamu', 'auft']"
169,sadness,"['suami', 'segitu', 'cemburuannya', 'isterinya', 'tanda', 'bekas', 'digigit', 'nyamuk', 'dituduh', 'abis', 'dicupang']"
170,sadness,"['berumur', 'cita', 'cita', 'usia', 'mengerti', 'privilege', 'masyarakat', 'miliki', 'memenuhi', 'kebutuhan', 'sehari']"
171,happy,"['yanga', 'namanya', 'pertemanan', 'suka', 'dukanya', 'belajar', 'berproses', 'grumpytard', 'minoruliciouces']"
172,love,"['setia', 'mendampingi', 'berusaha', 'melucu', 'bikin', 'tertawa', 'menganggap', 'anak', 'tahun', 'cemburu', 'laki', 'gadisnya', 'cinta']"
173,anger,"['hahaha', 'wahyu', 'setan', 'alloh',  ,  ,  ,  ,  ]"
174,happy,"['hiburan', 'baca', 'deh', 'baca', 'twit', 'receh', 'hidupque', 'remah', 'rangginang', 'manusia', 'makan', 'kiefsi', 'oge', 'meni', 'hayang', 'pamer', 'story', 'hahaha', 'aque', 'maloo',  ,  ]"
175,happy,"['liat', 'show', 'stun', 'deh', 'lincah', 'bet', 'curiga', 'pas', 'bayi', 'dibedong', 'tuh', 'opa', 'mick', 'rt',  ,  , 'sex', 'den', 'bikin', 'muda']"
176,fear,"['takut', 'takut', 'diputusin', 'gimana', 'diselingkuhin', 'gimana', 'diporotin', 'gimana', 'diajak', 'kua', 'gimana', 'gimana', 'gimanaa', 'pokok', 'ketakutan', 'ketakutan']"
177,sadness,"['teman', 'rekomen', 'kantor', 'gimana', 'kaga', 'siang', 'kaga', 'malam', 'an', 'kalah', 'fangirl', 'emak', 'gimana', 'rekomen', 'kerjanya']"
178,sadness,"['watch', 'this', 'sulit', 'bahasakan', 'tman', 'pergerakan', 'inti', 'pandang', 'cadar', 'pilihan', 'terlepas', 'cocok', 'budaya', 'ato', 'muslim', 'ah', 'toleransi']"
179,sadness,"['mengiris', 'hatiku', 'tega', 'buang', 'sampah', 'plastik', 'sembarangan', 'males', 'mengurangi', 'pemakaian', 'plastik', 'kresek', 'plastik', 'kemasan']"
180,fear,"['perginya', 'diantar', 'teman', 'bawa', 'hp', 'janjian', 'biar', 'dijemput', 'jam', 'sayanya', 'ketiduran', 'jemput', 'nongol', 'bingung', 'jalan', 'kaki', 'siang', 'bolong', 'ngeri', 'lahh', 'vanashh', 'syekaleh', 'vemirsyahh']"
181,anger,"['sepakat', 'menyesatkan', 'disemua', 'melaksanakan', 'sholat', 'salah', 'satunya', 'bangunan', 'didirikan', 'kekafiran', 'salah', 'satunya', 'gereja', 'berlindung', 'allaah', 'swt', 'godaan', 'setan', 'terkutuk']"
182,anger,"[ ,  ,  ,  ,  ,  ,  ,  , 'zon', 'bajunya', 'pegang', 'burungnya', 'liar', 'jinak']"
183,love,"['biarkan', 'sepi', 'izinkan', 'bersamamu', 'ikatan', 'direstui', 'semesta', 'sayang', 'separuh', 'hatiku']"
184,happy,"['rencana', 'trimksh', 'bantuan', 'dukungannya', 'semoga', 'langkah', 'berjalan', 'sesuai', 'rencana']"
185,love,"['habis', 'kegiatan', 'hati', 'dijalannya', 'iya', 'rumah', 'istirahat', 'istirahat', 'cujup', 'cicil', 'tidur', 'mobil', 'ge', 'hehe']"
186,anger,"[ , 'pakai', 'internet', 'banking', 'full', 'site', 'handphone', 'transfer', 'rekening', 'bca', 'appli', 'appli', 'tekan', 'tombol', 'kirim', 'dana', 'terkirim', 'haru']"
187,anger,"[ , 'darimana', 'maukah', 'walikota', 'bonceng', 'motor', 'traika', 'lokasi', 'bom', 'jiwa', 'bonek', 'mengkritik', 'dpr', 'mpr', 'tangan', 'menjabat', 'tubuh', 'membungkuk', 'ag']"
188,happy,"['untunge', 'tanggung', 'kasih', 'kaos', 'ganti', 'diguyur', 'air', 'kadi', 'korban', 'keisengan', 'teman',  ,  , 'aisjogja', 'aisjateng_plat_h']"
189,sadness,"[ , 'gubernur', 'jakarta', 'trotoar', 'pejalan', 'kaki', 'dirapikan', 'dijadikan', 'berdagang', 'jalan', 'kaki', 'satrio', 'pedestrian', 'sungguh', 'nyaman']"
190,sadness,"['nangis', 'dipundak', 'pilu', 'sungguh']"
191,happy,"['hamil', 'abang', 'hamil', 'setan', 'hamil', 'abang', 'hamil', 'siluman', 'playlist', 'keputer', 'radio', 'mobil', 'pagi', 'berangkat', 'school', 'haha']"
192,happy,"['manfaatin', 'waktu', 'baiknya', 'pulang', 'waktu', 'pulang', 'biar', 'buka', 'rumah', 'barang', 'keluarga', 'moment', 'priceless']"
193,anger,"['bikin', 'kesal']"
194,anger,"[ , 'eh', 'seriusan', 'dijepang', 'abis', 'kontrak', 'gimana', 'halah', 'mah', 'artis', 'kpop', 'disosor', 'gila', 'sayang', 'duitnya', 'dihambur', 'in', 'ngatur', 'pamernya']"
195,anger,"['setuju',  , 'partai', 'tong', 'kosong', 'nyaring', 'bunyinya', 'berisik', 'miskin', 'manfaat', 'setuju', 'rt']"
196,love,"['naksir', 'teman', 'sd', 'inisialnya', 'sr', 'wkwk', 'kadang', 'suka', 'ngukir', 'nama', 'buku', 'diary', 'edasr', 'berdoa', 'jodoh', 'waktu', 'ketemu', 'pas', 'lulus', 'sma', 'eh', 'disangka', 'inshaallaah', 'jodohnya', 'sr', 'jugak', 'beda', 'akibat', 'doa', 'spesifik']"
197,happy,"['ikhlas', 'hujat', 'fitnah', 'adu', 'domba', 'melangkah', 'ringan', 'perhitungan', 'hukuman', 'terima', 'dunia', 'ikhlas', 'terima', 'kejahatan', 'padamu', 'urusan', 'biar', 'allah', 'tangani']"
198,sadness,"['gerah', 'perjalanan']"
199,sadness,"[ , 'mudah', 'mencintai', 'bilang', 'cinta', 'denganmu', 'jatuh', 'cinta', 'jodoh', 'menyimpan', 'devano', 'danendra']"
200,fear,"['cerita', 'akrab', 'susin', 'bulanan', 'kayaknya', 'akrab', 'teman', 'sekolah', 'gimana', 'kpribadian', 'susin', 'sbnernya', 'si', 'perhtiin', 'ngeri', 'diajak', 'bicara']"
201,happy,"['btw', 'doa', 'restu', 'tua', 'gilingan', 'pas', 'mentok', 'cari', 'literatur', 'tambahan', 'temu', 'rumah', 'kemarin', 'panik', 'pesan', 'banyumas', 'berkah', 'ramadan']"
202,anger,"['sahabat', 'cowok', 'konsisten', 'bohong', 'berkali', 'dimarahin', 'bohong', 'mempan', 'kodratnya', 'suka', 'bohong', 'gimana']"
203,anger,"['jaman', 'harga', 'komoditi', 'booming', 'harga', 'minyak', 'bumi', 'membandingkan', 'apple', 'to', 'apple', 'pertumbuhan', 'segitu', 'proyek', 'mangkrak']"
204,sadness,"['ijazah', 'mendadak', 'nyelip', 'kebayang', 'perjuangan', 'dikampus', 'penelitian', 'skripsi', 'deh', 'el', 'el', 'berasa']"
205,anger,"['bilang', 'kafir', 'gabung', 'khilafah', 'alihkan', 'isu', 'penyelundup', 'kaum', 'bumidatar', 'olah', 'pro', 'pancasila',  ]"
206,anger,"['berdamai', 'jalan', 'komedi', 'berbeda', 'berhak', 'bungkam', 'mengusik', 'percayai']"
207,sadness,"['rambut', 'diacak', 'acak', 'suka', 'hati', 'diacak', 'acak', 'dibiarin']"
208,love,"['nge', 'cinta', 'ngelebihin', 'cinta', 'githa', 'cinta', 'you', 'nge', 'teman', 'dampingin', 'curhatan', 'no', 'solution', 'hati', 'senyum', 'bicara']"
209,sadness,"['marketing', 'ngejar', 'cust', 'kebalik', 'dikejar', 'cust', 'muluu', 'kadang', 'cari', 'tolak']"
210,fear,"['takut', 'bnda', 'ap', 'ap', 'tengah', 'tjadi', 'kat', 'sekeliling', 'takut', 'hate', 'this', 'feeling', 'just', 'wan', 'na', 'die', 'rn', 'fml']"
211,anger,"['kasusnya', 'mang', 'kosim', 'mba', 'vv', 'perempuan', 'menganggap', 'sexual', 'harment', 'ancaman', 'victim', 'blaming', 'paham', 'perempuan', 'julit', 'judgemental', 'perempuan']"
212,fear,"['sakit', 'hati', 'memamg', 'sulit', 'jenjang', 'rumah', 'tangga', 'publikan', 'situasi', 'media', 'jahat', 'menyelesaikan', 'terlontarnya']"
213,fear,"['menganggap', 'big', 'is', 'beauty', 'mikir', 'big', 'is', 'penyakit', 'sah', 'sah', 'tersinggung', 'kepercayaannya', 'setuju', 'terlanjur']"
214,anger,"[ ,  ,  ,  ,  , 'donggo', 'pemecah', 'belah', 'nkri', 'tindak', 'bpip']"
215,sadness,"['hm', 'menjalin', 'hubungan', 'serius', 'dikecewakan', 'pasangannya', 'memutuskan', 'mencoba', 'melupakan', 'pasangannya', 'gimanayaa']"
216,happy,"['tweeps', 'cerita', 'ramadan', 'penuh', 'berkah', 'ramadan', 'situasi', 'berkesan', 'pribadi', 'sehari', 'ramadan', 'diajak', 'penyiar', 'studio', 'yayasan', 'masy', 'muslim', 'freeport', 'indo']"
217,anger,"['indonesia', 'brisik', 'kampung', 'jual', 'susah', 'miskin', 'sejenisnya', 'merokok', 'berubah', 'tagarmu', 'makan', 'hahahaaha']"
218,sadness,"['ditolak', 'cargloss', 'nutrifood', 'propan', 'bi', 'forisa', 'berlico', 'cantik', 'jelita', 'sakit', 'shift', 'tabah', 'tuhan']"
219,anger,"['bknnya', 'elu', 'imam', 'cabul', 'dibelain', 'jt', 'tolol', 'kebayang', 'betapa', 'begonya', 'manusai', 'model', 'takut', 'surga']"
220,sadness,"['badan', 'sehat', 'dibawa', 'makan', 'susah', 'keringet', 'dingin', 'pagi', 'dibawa', 'sehat', 'bawel', 'acha', 'janji', 'toilet', 'ditahan', 'ditahan', 'hm']"
221,fear,"[ , 'mimpi', 'hitam', 'om', 'seram', 'dipakein', 'jaring', 'kebayang', 'mahkluk', 'nongol', 'pekat']"
222,happy,"['kaget', 'setahu', 'jorge', 'lorenzo', 'pindah', 'ducati', 'honda', 'dikabarkan', 'ngebet', 'jorge', 'deh', 'good', 'luck', 'deh', 'jagoan',  ]"
223,fear,"['luka', 'terbuka', 'gede', 'tuh', 'peluang', 'menularnya', 'luka', 'terbuka', 'dicukur', 'alat', 'cukurnya', 'steril', 'ekok', 'seram', 'yak',  ]"
224,happy,"[ , 'oppa', 'kenal', 'kyungie', 'charain', 'kenal', 'sayang', 'makan', 'kenalan', 'kyungie', 'bicara', 'kyungie', 'cocok', 'kyungie', 'lakuin', 'terbaik', 'sebisa', 'kyungie', 'verif', 'makannya', 'oppa', 'verif', 'kyungie']"
225,anger,"['jijik', 'anat', 'anak', 'angkat', 'call', 'jijik', 'jijik']"
226,anger,"['instagram', 'hits', 'hype', 'parah', 'terkece', 'followers', 'cakap', 'cakap', 'bikin', 'story', 'rajin', 'giliran', 'stok', 'foto', 'abis', 'larinya', 'mengajak', 'hunting', 'anying', 'pikir', 'gengsi', 'dibawa', 'mati']"
227,fear,"['baca', 'vaksin', 'akun', 'seram', 'yaa', 'ayuka', 'vaksin', 'sesuai', 'jadwal', 'kandungan', 'vaksin', 'semenyeramkan', 'dijabarkan', 'akun', 'was', 'was', 'tega']"
228,happy,"['ramai', 'dirimu', 'kurasa', 'iya', 'ramaimu', 'menimbulkan', 'kebisingan', 'terciptanya', 'kenyamanan', 'bagimu', 'sekitarmu']"
229,anger,"['mama', 'tuh', 'si', 'daniel', 'disetujuin', 'nikah', 'bule', 'bulenya', 'daniel', 'numpang', 'hidup', 'woii', 'deh', 'amit', 'turunan', 'deh', 'geer', 'daniel', 'pilih', 'cari', 'duda', 'mapan']"
230,happy,"['terbahak-bahak', 'liatnya', 'wkwk']"
231,sadness,"['maaf', 'bolak', 'reply', 'bantu', 'share', 'maaf', 'anggap', 'nyampah', 'anjing', 'maaf', 'terdengar', 'lebay', 'dramatis', 'anjing', 'setia', 'sayang', 'maaf', 'terganggu']"
232,sadness,"['hati', 'sakit', 'tersakiti', 'perbuatan', 'oranglain', 'sesungguhnya', 'tersakiti', 'marahnya', 'egonya', 'kecendrungan', 'menyalahkan']"
233,anger,"['partai', 'merah', 'ideologi', 'dasarnya', 'mengakui', 'akherat', 'sejalan', 'pancasila', 'kah', 'yak', 'prof',  , 'mnjelaskannya', 'sila', 'nyambung', 'partai', 'merah']"
234,anger,"['rupiah', 'jatuh', 'anjlok', 'ramai', 'menyalah', 'nyalahkan', 'pemerintah', 'gilirah', 'rupiah', 'menguat', 'mingkem', 'anggota', 'dpr', 'menyalah', 'nyalahkan', 'polisi', 'pas', 'bom', 'meledak', 'salahkan', 'pemerintah', 'sekjend', 'pbb']"
235,anger,"['samin', 'rasis', 'tua', 'pikun', 'lupa', 'statemenya', 'melampui', 'tuhan', 'nggugu', 'karsane', 'priyonggo', 'gonjak', 'ganyuk', 'ngelingsemi']"
236,fear,"['nulis', 'inggris', 'cek', 'kamus', 'dicek', 'ku', 'hapus', 'takut', 'salah', 'grammar']"
237,fear,"['suka', 'baca', 'komen', 'pembaca', 'kisah', 'seram', 'terhibur', 'xboleh', 'tidor', 'terpikir', 'pikir', 'xberani', 'pergi', 'takut', 'duk', 'hostel', 'kwan', 'cerita', 'hantu', 'tidor', 'peluk', 'member', 'anak', 'kencing', 'tahan', 'subuh', 'level', 'ketakutan']"
238,anger,"[ , 'dicemooh', 'dihargai', 'hargai', 'pembalap', 'senior']"
239,anger,"['rejeki', 'pas', 'parkiran', 'diserobot', 'mobil', 'jamnya', 'parkiran', 'penuh', 'maklum', 'biar', 'kosong', 'duluan', 'eehh', 'pas', 'pintu', 'mobil', 'parkir']"
240,happy,"['besok', 'uas', 'statmat', 'berdoanya', 'uas', 'xixixi', 'bersyukur', 'negeri', 'damai', 'kesempatan', 'mencari', 'ilmu', 'jenjang', 'coba', 'indonesia', 'kek', 'suriah', 'seleha', 'leha']"
241,fear,"['askmf', 'presentasi', 'maaf', 'suka', 'bicara', 'umum', 'suka', 'awkward', 'takut', 'salah', 'omong']"
242,fear,"['ketakutan', 'melanjutkan', 'hubungan', 'arah', 'serius', 'memutuskan', 'pisah', 'laki', 'laki', 'sayang']"
243,anger,"['nge', 'catfish', 'in', 'nyokap', 'foto', 'pakai', 'foto', 'pakai', 'foto', 'klien', 'ganjen', 'mengajak', 'ketemu', 'boro', 'modusin']"
244,love,"['bidadari', 'manusia', 'idaman', 'udon', 'pakai', 'kasih', 'sayang', 'pulangnya', 'bawa', 'pulang', 'madu', 'erikacang', 'ku', 'sayang', 'semoga', 'senyuman', 'manismu', 'semanis', 'cintamu', 'padaku']"
245,happy,"['selamat', 'pagi', 'generasi', 'tik', 'tok', 'kadang', 'kepalanya', 'suka', 'digetok', 'cekcok',  , 'ajakin', 'seru', 'seru', 'an', 'berfaedah']"
246,sadness,"['penyanyi', 'dangdut', 'pakai', 'baju', 'seksi', 'pas', 'manggung', 'trima', 'chat', 'kaya', 'mas', 'pesepak', 'bola', 'penyampaiannya', 'diputer', 'putar', 'pokoknya', 'pia', 'palen', 'salah', 'pokokmen']"
247,anger,"[ , 'memikirkan', 'blunder', 'puasa', 'nuduh',  ,  , 'melahirkan', 'koruptor']"
248,sadness,"['inii', 'mantap', 'nii', 'inii', 'inii', 'tok', 'kemarin', 'nonton', 'deadpool', 'han', 'solo', 'gr', 'teman', 'kasihan', 'dasar', 'miskin', 'teman']"
249,sadness,"['rt',  , 'kebesaran', 'tercermin', 'kemampuannya', 'mengabaikan', 'perasaan', 'perasaan', 'yan', 'perasaan', 'hampa', 'marah']"
250,fear,"['sekolah', 'kucek', 'kucek', 'abis', 'bulu', 'rontok', 'auto', 'panik', 'takut', 'gundul', 'sebelah', 'bulu', 'tuh', 'tumbuh']"
251,happy,"['senang', 'senengnya', 'nonton', 'foreign', 'filmatau', 'film', 'film', 'non', 'hollywood', 'film', 'film', 'asing', 'kalah', 'bagus', 'storyline', 'cinematography', 'visual', 'effects', 'dsbnya', 'anti', 'mainstream']"
252,sadness,"['bilang', 'pegang', 'janji', 'pernikahannya', 'brhak', 'menghakimi', 'suaminya', 'mndoakan', 'suaminya', 'suaminya', 'akn', 'brtobat']"
253,sadness,"['askmf', 'dewasa', 'sadar', 'teman', 'disaat', 'kesusahan', 'semangatin', 'malam', 'khawatir', 'mengganggu', 'tidur', 'malam', 'but', 'pendem', 'terpuruk']"
254,sadness,"['wagelaseh', 'cuti', 'ditolak', 'rumah', 'pong', 'libur', 'kabur']"
255,love,"['sebucin', 'tulus', 'sayang', 'maaf', 'fakeworld', 'perasaan', 'it', 'real', 'sayang', 'sayang', 'senang', 'senang', 'sedih', 'sedih', 'coba', 'gimana', 'main', 'fakewolrd', 'pakai', 'perasaan', 'real']"
256,love,"['cute', 'suka', 'liat', 'greetingnya', 'gemes', 'ayo', 'deket', 'sayang', 'ohiya', 'lupa', 'chikin', 'terima kasih', 'terima kasih']"
257,love,"['tbh', 'jatuh', 'cinta', 'someone', 'sedar', 'my', 'heart', 'beats', 'faster', 'when', 'think', 'of', 'her', 'takkan', 'beritahu']"
258,fear,"['waktu', 'bersamamu', 'berharga', 'bagiku', 'khawatir', 'bagiku', 'takkan', 'dimasa', 'denganmu']"
259,sadness,"['kemarin', 'puisinya', 'adimas', 'imanuel', 'judulnya', 'cinta', 'is', 'never', 'far', 'from', 'you', 'makdrandang', 'diblok', 'bikin', 'tulisan', 'judulnya', 'cinta']"
260,happy,"['tugas', 'kuliah', 'translate', 'halaman', 'waktu', 'seminggu', 'sambat', 'abis', 'dihajar', 'translate', 'berhalam', 'halaman', 'deadline', 'less', 'than', 'hours', 'bu', 'motivasi', 'penyemangatku', 'hehe']"
261,sadness,"['jalan', 'tol', 'sungguh', 'sedih', 'kejadian', 'kejadian', 'kehidupannya', 'kuat', 'menahan', 'sedih', 'mencoba', 'hidupnya', 'menatap', 'bayi', 'aurora', 'tengah', 'terlelap', 'tersenyum', 'kuasa', 'malaikat', 'kecilnya', 'cantik', 'mengurungkan', 'niatnya']"
262,happy,"['acara', 'tahunan', 'sanusi', 'family', 'wajah', 'anak', 'cucu', 'cucu', 'menantu', 'cicit', 'terempong', 'semoga', 'tahun', 'kompak', 'lengkap', 'juli', 'anger', 'wkwkwkw', 'seminggu', 'meledak', 'goblok', 'otaknya', 'sabar', 'sadness', 'sabar', 'boy', 'hina', 'tmanku', 'salah', 'bipang', 'manusia', 'lastik', 'tpikan', 'manusia', 'plastik', 'temanku', 'tdak', 'mrnghinamu', 'boy', 'hwaiting', 'boy']"
263,anger,"[ , 'maaf', 'nomor', 'telkomsel', 'panggilan', 'darurat', 'jaringan', 'telkomsel', 'teman', 'mh', 'jaringan', 'coba', 'ganti', 'pakai', 'kartu', 'mah', 'jaringan', 'giliran', 'pakai', 'kartu', 'telkomsel', 'ujungn']"
264,happy,"['selamat', 'ulang', 'tahun', 'bosque', 'sepurane', 'telat', 'semoga', 'sehat', 'dilancarkan', 'karir', 'jodohnya', 'terbaik', 'allah', 'baiknya', 'tua', 'memberimu', 'terbaik', 'aamin']"
265,anger,"['ceritanya', 'mending', 'diam', 'bikin', 'asumsi', 'giliran', 'ditegor', 'bilang', 'bercanda', 'giliran', 'didiemin', 'ngelunjak', 'ditonjok']"
266,sadness,"['umur', 'tahun', 'omongan', 'kaya', 'tante', 'tahun', '_', 'suka', 'bocah', 'sd', 'culun', 'polos']"
267,sadness,"['jaman', 'putih', 'abu', 'abu', 'ngebet', 'cepat', 'kuliah', 'eh', 'pas', 'kuliah', 'mikir', 'berat', 'ngebet', 'nikah']"
268,fear,"['caratss', 'takut', 'deh', 'teman', 'pas', 'kuliah', 'pas', 'wawancara', 'temennya', 'coba', 'bicara', 'gimana', 'carats']"
269,anger,"['kabur', 'bangga', 'pengecut', 'imam', 'mesum', 'kabur', 'goblog', 'belain', 'takut', 'surga', 'ajaib']"
270,sadness,"['bersin', 'ah', 'bulu', 'bersin', 'debu', 'bersin', 'ketiga', 'gatal', 'bat', 'hidung', 'bersin', 'keempat', 'keenama', 'fix', 'flu']"
271,happy,"['jne', 'jnt', 'pakai', 'kirim', 'paket', 'beli', 'olshop', 'jastip', 'kota', 'beda', 'pulau', 'maksimal', 'pakai', 'mobil', 'susah', 'cari', 'alamat', 'bingung', 'kompleks', 'gang', 'malam', 'dibelain', 'jalan', 'rumah', 'paketan', 'terkirim']"
272,love,"['kopi', 'semangat', 'kerjamu', 'beraktivitas']"
273,happy,"['susah', 'persis', 'kaya', 'quiz', 'menit', 'selesai', 'selesai', 'mikir', 'baiknya', 'allah', 'wanda', 'wanda', 'nglanggar']"
274,sadness,"['mudik', 'bawaan', 'lumayan', 'baju', 'beli', 'cirebon', 'dibawa', 'pulang', 'muat', 'badan', 'lol']"
275,sadness,"['bilang', 'rindu', 'blang', 'cemburu']"
276,sadness,"['kasihan', 'nungu', 'result']"
277,sadness,"['minggu', 'perasaan', 'merahasiakan', 'kabarnya', 'angin', 'kecemasan', 'mengutus', 'rindu', 'pertemuan', 'dikamar', 'smith']"
278,anger,"[ , 'guwah', 'sependapat', 'ditakuti', 'berkompetisi', 'nyapres', 'cari', 'mendown', 'grade', 'apadaya', 'kehendak', 'allah', 'bersinar']"
279,anger,"['kos', 'pelitnya', 'meninggal', 'meja', 'dipakai', 'nongkrong', 'yaelah', 'ngerti', 'ngapah', 'duit', 'pas', 'pasan']"
280,anger,"['warga', 'jalan', 'daerah', 'rusak', 'parah', 'tolong', 'diperbaiki', 'pemerintah', 'kecelakaan', 'gara', 'gara', 'jalannya', 'rusak', 'warga', 'pemerintah', 'tunggu', 'kecelakaan']"
281,happy,"['chating', 'suka', 'enter', 'send', 'berspasi', 'alenia', 'ngetiknya', 'kek', 'mutusin', 'pacar', 'hahahaah']"
282,sadness,"[ , 'ri', 'siklus', 'sesering', 'apapun', 'sulit']"
283,anger,"['transj', 'berdiri', 'berbaik', 'hati', 'kasih', 'duduk', 'tua', 'si', 'tua', 'eehh', 'cowok', 'sopan', 'dudukin', 'duduk', 'hadeeh']"
284,sadness,"['oiya', 'ketinggalan', 'sosis', 'telur', 'pasar', 'wadai', 'eh', 'habis', 'besoknya', 'bakso', 'isi', 'super', 'pedas', 'kehabisan']"
285,fear,"['habis', 'isya', 'ketiduran', 'bangun', 'bangun', 'gerak', 'ketindihan', 'seram', 'deh']"
286,love,"['percaya', 'deh', 'menjalin', 'hubungan', 'percaya', 'pasangan', 'seburuk', 'apapun', 'prasangka', 'menjaga', 'cinta', 'guys']"
287,anger,"['namanya', 'fitnah', 'mbak', 'bukti', 'ko', 'fitnah', 'korupsi', 'mbk', 'dunia', 'berlaku', 'sistem', 'tabur', 'tuai', 'mgkin', 'menutupi', 'keburukan', 'memfitnah', 'korupsi', 'pekerjaan', 'terselubung']"
288,love,"['sahabat', 'ava', 'tuh', 'polos', 'pakai', 'care', 'lucu', 'pintar', 'sayang']"
289,love,"['cinta', 'berbeda', 'mencari', 'salah', 'tim', 'tujuan']"
290,sadness,"[ ,  , 'habis', 'kak', 'anak', 'anak', 'anak', 'sekolah', 'blablabla', 'melewati', 'kak', 'good', 'luck']"
291,sadness,"['sial', 'haha', 'galau', 'we', 'hehe', 'sananya', 'stres', 'div']"
292,happy,"['miss', 'exols', 'nunggu', 'susah', 'payah', 'datangin', 'exo', 'semagat', 'miss', 'fighting', 'aeris', 'waktu', 'bakalam', 'ketemu', 'uri', 'exo', 'bersedih']"
293,anger,"['kenalan', 'nyambung', 'sisi', 'deket', 'deket', 'kenal', 'ae', 'kaga', 'welcone', 'kek', 'ilfil', 'ngeladenin']"
294,sadness,"['pencitraan', 'terbesar', 'kampus', 'akreditasi', 'ruangan', 'dirapikan', 'dulunya', 'dulunya', 'dihilangkan']"
295,sadness,"[ ,  ,  , 'demokrasi', 'mundur', 'kebebasan', 'berekspresi', 'menerus', 'pantau', 'penguasa']"
296,sadness,"['mencegah', 'hatiku', 'merindukanmu', 'sadar', 'rindu', 'membuatku', 'bertambah', 'sakit']"
